time,open,high,low,close,Volume
1333114200,140.92,141.05,140.05,140.81,135486688
1333373400,140.64,142.21001,140.36,141.84,151741056
1333459800,141.64,141.8826,140.42999,141.25999,155806624
1333546200,140.22,140.339,139.34,139.86,146895936
1333632600,139.38,140.2,139.25999,139.78999,137439376
1333978200,138.03,139.84441,137.84,138.22,127555872
1334064600,137.95,138.34,135.75999,135.89999,235360256
1334151000,137.28999,137.53999,136.75,137,154132944
1334237400,137.13,138.89999,137.03,138.78999,154321504
1334323800,138.47,138.8168,137.00999,137.14,169246624
1334583000,137.84,138.03999,136.58,137.05,147825184
1334669400,137.84,139.36,137.698,139.082,147877568
1334755800,138.46001,139.08,138.38,138.61,123884192
1334842200,138.63,139.14999,137.07001,137.72,198666752
1334928600,138.33,138.83,137.87,137.95,143199568
1335187800,136.53999,136.91,135.94,136.78999,171844880
1335274200,136.91,137.66,136.8,137.31,137484192
1335360600,138.64999,139.25,138.53,139.19,150255008
1335447000,138.89,140.32001,138.81,140.16,136292688
1335533400,140.58,140.78999,139.8,140.39,130725008
1335792600,140.11,140.21001,139.49001,139.87,115092192
1335879000,139.78999,141.66,139.63,140.74001,138837312
1335965400,139.92,140.46001,139.46001,140.325,121080944
1336051800,140.34,140.45,138.99001,139.25,143762688
1336138200,138.515,139.30119,136.92,137,193931312
1336397400,136.50999,137.56,136.46001,137.10001,127765872
1336483800,136.28,136.77,134.92,136.55,213383872
1336570200,135.10001,136.61,134.49001,135.74001,220778192
1336656600,136.67999,136.85001,135.71001,136.02,150600944
1336743000,135.17,136.87,135.11,135.61,153032368
1337002200,134.31,135.6144,133.91,134.11,163909936
1337088600,134.02,134.81,133.13,133.34,207629248
1337175000,133.94,134.55,132.8,132.82899,207265568
1337261400,132.86,133.02,130.78999,130.86,247992944
1337347800,131.37,131.60001,129.55,129.74001,319631104
1337607000,130.16,132.02,129.95,131.97,177861056
1337693400,132.31,133.23,131.34,132.2,197531120
1337779800,131.25,132.46001,129.99001,132.27,204958320
1337866200,132.63,132.84,131.42,132.53,167357632
1337952600,132.48,132.85001,131.78,132.10001,135465568
1338298200,133.16,133.92999,131.17,133.7,152883440
1338384600,132.56,133.6924,131.49001,131.75999,162370368
1338471000,131.71001,132.45,130.34,131.47,196186192
1338557400,129.41,131.5042,128.16,128.16,253245008
1338816600,128.39,128.74001,127.13499,128.10001,202548256
1338903000,127.85001,129.25999,127.78,129.07001,164149376
1338989400,129.97,132.03,129.92999,131.97,184202752
1339075800,133.47,133.53,131.78,132.05,184772688
1339162200,131.71001,133.125,131.28999,133.10001,143915632
1339421400,134.17,134.25,131.28,131.41499,169756064
1339507800,131.78999,133.00999,131.16,132.92,181931744
1339594200,132.53,133.36,131.62,132.07001,172223872
1339680600,132.34,134,131.98,133.47,230616256
1339767000,133.38,134.25999,133.10001,134.14,169444432
1340026200,133.58,134.73,133.28,134.39999,131365440
1340112600,135.08,136.25,134.3714,135.7,137382560
1340199000,135.71001,136.10001,134.27,135.48,206466624
1340285400,135.64,135.78,132.33,132.44,205272320
1340371800,133.13,133.71001,132.62,133.46001,130029184
1340631000,132.05,132.10001,130.85001,131.32001,146375680
1340717400,131.7,132.38,130.92999,131.98,141633936
1340803800,132.42,133.42999,131.96671,133.173,108087936
1340890200,132.28999,132.99001,131.28,132.78999,169242688
1340976600,135.2,136.27,134.85001,136.105,212251056
1341235800,136.48,136.64999,135.52,136.50999,129524432
1341322200,136.48,137.50999,136.34,137.412,80450192
1341495000,136.89999,137.8,136.28999,136.78999,126177440
1341581400,135.47,135.77,134.85001,135.49001,151192000
1341840600,135.38,135.57001,134.7,135.32001,103780432
1341927000,136.00999,136.23,133.67999,134.14,167884816
1342013400,134.21001,134.60001,133.38,134.16,141734000
1342099800,133.38,134.2269,132.60001,133.50999,143583120
1342186200,133.86,135.89,133.84,135.75,129644128
1342445400,135.44,135.83,134.89999,135.42999,97525184
1342531800,135.97,136.64,134.55,136.36,138860192
1342618200,136.03999,137.64,135.96001,137.37,113349632
1342704600,137.64999,138.17999,137.21001,137.73,129847184
1342791000,136.95,137.16,136.32001,136.47,142904432
1343050200,134.47,136.38519,133.84,135.09,145210816
1343136600,135.19,135.25,133.03,133.925,173301120
1343223000,134.21001,134.56,133.25,133.96001,129122256
1343309400,135.89,136.46001,135.25999,136.17,156526432
1343395800,136.89,139.07001,136.1364,138.675,236768880
1343655000,138.52,139.339,138.27,138.67999,106781936
1343741400,138.49001,138.87,137.71001,137.71001,120575808
1343827800,138.7,138.73,137.39999,137.59,138293744
1343914200,136.55,137.57001,135.58,136.64,199556560
1344000600,138.56,139.64,136.6794,139.349,157825008
1344259800,139.72,140.17,139.56,139.62,86327744
1344346200,140.17999,140.92,140.03,140.32001,109545056
1344432600,139.85001,140.64999,139.81,140.49001,89754624
1344519000,140.28999,140.89,140.14999,140.61,90291632
1344605400,140.03999,140.89,139.81,140.84,99792624
1344864600,140.60001,140.84,140.03999,140.77,79426880
1344951000,141.28999,141.38,140.37,140.78999,102379376
1345037400,140.64,141.19,140.55,140.95,71085808
1345123800,141.14999,142.16,140.8,141.99001,112014192
1345210200,142.23,142.3,141.86,142.17999,90813680
1345469400,141.98,142.22,141.59,142.19,78255680
1345555800,142.53999,143.09,141.45,141.75999,105581008
1345642200,141.39999,142.05,141.07001,141.82001,133243440
1345728600,141.47,141.48,140.44,140.66499,111466368
1345815000,140.31,141.83,140.22,141.50999,99481184
1346074200,141.89,142.08,141.34,141.53999,68785872
1346160600,141.17999,141.84,140.97,141.39999,75689568
1346247000,141.52,141.89,141.12,141.50999,65421296
1346333400,140.89999,140.94,140.19,140.49001,96589808
1346419800,141.28999,141.82001,140.36,141.16,151970368
1346765400,141.03999,141.46001,140.13,141.03,120226192
1346851800,141.09,141.47,140.63,140.91,100660256
1346938200,141.75999,143.78,141.75,143.77,158272432
1347024600,144.00999,144.39,143.88,144.33,107272000
1347283800,144.19,144.44,143.46001,143.50999,86458432
1347370200,143.60001,144.37,143.56,143.91,88760000
1347456600,144.39,144.55,143.89999,144.39,87640880
1347543000,144.37,147.03999,143.99001,146.59,225470128
1347629400,146.88,148.11,146.75999,147.24001,169777008
1347888600,146.94,147.19,146.37,146.74001,119427744
1347975000,146.49001,146.81,146.25,146.62,98326496
1348061400,146.78999,147.17,146.41,146.7,128318256
1348147800,146.03,146.78999,145.63,146.71001,154009744
1348234200,146.64,146.67,145.81,145.87,108737440
1348493400,145.14999,145.98,145.03999,145.645,95682000
1348579800,145.96001,146.24001,144.06,144.10001,133165120
1348666200,144.065,144.11,142.95,143.295,146502128
1348752600,143.89,144.97,143.50999,144.64,111830256
1348839000,144.09,144.56,143.46001,143.97,150696064
1349098200,144.52,145.69,144.00819,144.345,135911120
1349184600,144.92,145.14999,143.83,144.5,113422128
1349271000,144.89,145.42999,144.13,145.09,121283008
1349357400,145.64,146.34,145.44,146.125,124311632
1349443800,146.91,147.16,145.7,146.14,124842064
1349703000,145.60001,146.12309,145.31,145.642,78415568
1349789400,145.53,145.64999,144.14999,144.2,148872816
1349875800,144.17999,144.32001,143.09,143.28,124247440
1349962200,144.28,144.49001,143.327,143.36,123601440
1350048600,143.46001,143.95,142.58,142.89,124181872
1350307800,143.23,144.23,142.77,144.08,107689056
1350394200,144.75999,145.64,144.66,145.53999,108815440
1350480600,145.64,146.32001,145.42,146.2,128834064
1350567000,145.82001,146.52,145.33,145.82001,148108432
1350653400,145.55,145.56,143.05,143.3896,185645120
1350912600,143.14999,143.67,142.28,143.41,125578624
1350999000,141.86,142.06,140.83,141.42,192056320
1351085400,141.92999,142.10001,140.8,141.02,120179312
1351171800,142.02,142.28,140.57001,141.42999,134457312
1351258200,141.3,141.84,140.39,141.35001,146023440
1351690200,141.85001,142.03,140.67999,141.35001,103438496
1351776600,141.64999,143.00999,141.52,142.83,100995568
1351863000,143.67999,143.72,141.41,141.56,137702128
1352125800,141.35001,142.17,140.92999,141.8486,98378432
1352212200,142.28,143.52,142.13,142.96001,107068064
1352298600,141.66,141.67999,139.06,139.72,264304432
1352385000,139.7,140.41,137.92999,138.03999,181517248
1352471400,137.62,139.44,137.55,138.16,201055184
1352730600,138.59,138.81,137.96001,138.265,97677440
1352817000,137.53999,139.25,137.36,137.78999,123018192
1352903400,138.21001,138.42999,135.62,135.9299,191504944
1352989800,135.98,136.4901,135.17999,135.7,178128368
1353076200,135.89999,136.64,134.7,136.37,239483808
1353335400,137.89999,139.14999,136.4057,139.13,151495744
1353421800,138.91,139.42,138.08,139.19,119807376
1353508200,139.31,139.57001,139.03,139.45,81710752
1353681000,140.13,141.39999,140.03999,141.35001,65409152
1353940200,140.64999,141.35629,140.19,141.05,100124320
1354026600,140.91,141.39,140.24001,140.33,128646192
1354113000,139.75999,141.53999,139,141.46001,177086432
1354199400,141.99001,142.50999,141.37,142.12,151085872
1354285800,142.14,142.42,141.66,142.155,136568320
1354545000,142.8,142.92,141.34,141.45,124656320
1354631400,141.44,141.87,140.87,141.25,127622496
1354717800,141.37,142.16,140.37,141.5,147300432
1354804200,141.37,142.03999,141.16,141.98,103220560
1354890600,142.53,142.69,141.67,142.41499,108726320
1355149800,142.21001,142.81,142.14999,142.47301,98840688
1355236200,143.06,144.11,142.99001,143.44,152570368
1355322600,144,144.55,143.31,143.50999,145880000
1355409000,143.42,143.83,142.27499,142.63,135714944
1355495400,142.32001,142.58,141.88,142.1051,137701680
1355754600,142.47,143.85001,142.42999,143.77,143735744
1355841000,144,145.5,143.78999,145.37,177762752
1355927400,145.53,145.58,144.24001,144.28999,150895312
1356013800,144.38,145.14,143.98,145.12,168486944
1356100200,142.17,144.0881,141.94,142.78999,245883808
1356359400,142.48,142.56,142.19,142.35001,53874544
1356532200,142.64,142.71001,141.35001,141.75,106947680
1356618600,141.78999,142.08,139.92,141.5616,167920560
1356705000,140.64,141.42,139.87,140.03,148806624
1356964200,139.66,142.56,139.53999,142.41,243952192
1357137000,145.11,146.14999,144.73,146.06,192058944
1357223400,145.99001,146.37,145.34,145.7341,144761744
1357309800,145.97,146.61,145.67,146.37,116817680
1357569000,145.85001,146.4442,145.42999,145.9695,110002432
1357655400,145.71001,145.91,144.98,145.54961,121265056
1357741800,145.87,146.32001,145.64,145.92,90745568
1357828200,146.73,147.09,145.97,147.08,130735376
1357914600,147.03999,147.14999,146.61,147.07001,113917312
1358173800,146.89,147.07001,146.42999,146.97,89567120
1358260200,146.28999,147.21001,146.2,147.07001,93172560
1358346600,146.77,147.28,146.61,147.05,104849504
1358433000,147.7,148.42,147.14461,148,133833440
1358519400,147.97,148.49001,147.42999,148.33,169905936
1358865000,148.33,149.13,147.98,149.13,111797312
1358951400,149.13,149.5,148.86,149.37,104596064
1359037800,149.14999,150.14,149.00999,149.41,146426320
1359124200,149.88,150.25,149.3726,150.25,147211568
1359383400,150.28999,150.33,149.50999,150.07001,113357632
1359469800,149.77,150.85001,149.67,150.66,105694368
1359556200,150.64,150.94,149.92999,150.07001,137447632
1359642600,149.89,150.38,149.60001,149.7,108975808
1359729000,150.64999,151.42,150.39,151.24001,131173008
1359988200,150.32001,151.2679,149.42999,149.535,159073568
1360074600,150.35001,151.48,150.28999,151.05,113912320
1360161000,150.52,151.25999,150.41,151.16,138762752
1360247400,151.205,151.35001,149.86,150.96001,162490000
1360333800,151.22,151.89,151.22,151.8,103133680
1360593000,151.74001,151.89999,151.3938,151.77,73774944
1360679400,151.78,152.3,151.61,152.02,65392608
1360765800,152.33,152.61,151.72,152.151,82322560
1360852200,151.69,152.47,151.52,152.28999,80834192
1360938600,152.42999,152.59,151.55,152.11,215226432
1361284200,152.37,153.28,152.1629,153.25,95105376
1361370600,153.14,153.19,151.25999,151.34,160574816
1361457000,150.96001,151.4218,149.94,150.42,183256944
1361543400,151.14999,151.89,150.4913,151.89,106356496
1361802600,152.63,152.86,149,149,245824752
1361889000,149.72,150.2,148.73,150.02,186596192
1361975400,149.89,152.33,149.75999,151.91,150781872
1362061800,151.89999,152.87,151.41,151.61,126865936
1362148200,151.09,152.34,150.41,152.11,170634752
1362407400,151.75999,152.92,151.52,152.92,99010192
1362493800,153.66,154.7,153.64,154.28999,121663056
1362580200,154.84,154.92,154.16,154.5,94469872
1362666600,154.7,154.98,154.52,154.776,86101312
1362753000,155.46001,155.64999,154.66,155.44,123487632
1363008600,155.325,156.03999,155.13,156.03,83746688
1363095000,155.92,156.10001,155.21001,155.67999,105755680
1363181400,155.75999,156.12,155.23,155.905,92550880
1363267800,156.31,156.8,155.90781,156.73,126329872
1363354200,155.85001,156.03999,155.31,155.83,138601056
1363613400,154.34,155.64,154.2,154.97,126704256
1363699800,155.3,155.50999,153.59,154.61,167567248
1363786200,155.52,155.95,155.25999,155.69,113759248
1363872600,154.75999,155.6389,154.10001,154.35899,128604944
1363959000,154.85001,155.60001,154.73,155.60001,111163504
1364218200,156.00999,156.27,154.35001,154.95,151322256
1364304600,155.59,156.23,155.42,156.19,86856560
1364391000,155.25999,156.245,155,156.19,99950560
1364477400,156.09,156.85001,155.75,156.67,102932816
1364823000,156.59,156.91,155.67,156.05,99194064
1364909400,156.61,157.21001,156.37,156.82001,101504320
1364995800,156.91,157.03,154.82001,155.23,154167312
1365082200,155.42999,156.17,155.09,155.86,131884944
1365168600,153.95,155.35001,153.77,155.158,159665936
1365427800,155.27,156.22,154.75,156.21001,86571120
1365514200,156.5,157.32001,155.98,156.75,101922128
1365600600,157.17,158.87,157.13,158.67,135711008
1365687000,158.7,159.71001,158.53999,159.19,110142496
1365773400,158.67999,159.03999,157.92,158.8,116359808
1366032600,158,158.13,155.10001,155.118,217258944
1366119000,156.28999,157.49001,155.91,157.41,147507808
1366205400,156.28999,156.32001,154.28,155.11,226834752
1366291800,155.37,155.41,153.55,154.14,167583120
1366378200,154.5,155.55,154.12,155.48,149687568
1366637400,155.78,156.53999,154.75,156.17,106553440
1366723800,156.95,157.92999,156.17,157.78,166141248
1366810200,157.83,158.3,157.53999,157.88,96781184
1366896600,158.34,159.27,158.10001,158.52,131060560
1366983000,158.33,158.60001,157.73,158.24001,95918752
1367242200,158.67,159.64999,158.42,159.3,88572688
1367328600,159.27,159.72,158.61,159.67999,116010624
1367415000,159.33,159.41,158.10001,158.28,138874128
1367501400,158.67999,159.89,158.53,159.75,96407568
1367587800,161.14,161.88,159.782,161.368,144202256
1367847000,161.49001,162.00999,161.42,161.78,66882064
1367933400,162.13,162.64999,161.67,162.5999,90359184
1368019800,162.42,163.39,162.33,163.34,97419184
1368106200,163.27,163.7,162.47,162.881,106738560
1368192600,162.99001,163.5498,162.50999,163.41,103202880
1368451800,163.2,163.81,162.82001,163.53999,81843184
1368538200,163.67,165.35001,163.67,165.23,119000816
1368624600,164.96001,166.45,164.91,166.11501,120718432
1368711000,165.78,166.36,165.09,165.34,109913568
1368797400,165.95,167.03999,165.73,166.94,129801008
1369056600,166.78,167.58,166.61,166.92999,85071184
1369143000,167.08,167.8,166.5,167.17,95804192
1369229400,167.34,169.07001,165.17,165.92999,244031744
1369315800,164.16,165.91,163.94,165.45,211064320
1369402200,164.47,165.38049,163.98,165.308,151573872
1369747800,167.03999,167.78,165.81,166.3,143679744
1369834200,165.42,165.8,164.34,165.22,160363312
1369920600,165.35001,166.59,165.22,165.83,107793744
1370007000,165.37,166.31,163.13,163.44501,176850000
1370266200,163.83,164.46001,162.6599,164.35001,168390688
1370352600,164.44,165.10001,162.73,163.56,157631440
1370439000,163.09,163.42,161.13,161.272,211737680
1370525400,161.2,162.74001,160.25,162.73,200225440
1370611800,163.85001,164.95,163.14,164.8,188337744
1370871000,165.31,165.39999,164.37,164.8,105667056
1370957400,163.3,164.53999,162.739,163.09801,159505376
1371043800,164.22,164.39,161.60001,161.75,177363504
1371130200,161.66,164.5,161.3,164.21001,163587744
1371216600,164.03,164.67,162.91,163.175,141197440
1371475800,164.28999,165.22,163.21919,164.44,136295568
1371562200,164.53,165.99001,164.52,165.735,114695504
1371648600,165.60001,165.89,163.38,163.45,206149440
1371735000,161.86,163.4668,158.98,159.39999,321255936
1371821400,159.64,159.75999,157.47,159.07001,271956736
1372080600,157.41,158.42999,155.73,157.06,222334752
1372167000,158.48,160.10001,157.42,158.575,162262128
1372253400,159.87,160.5,159.25,160.14,134847936
1372339800,161.10001,161.82001,160.95,161.08,129483680
1372426200,160.63,161.39999,159.86,160.42,160402816
1372685400,161.25999,162.48,161.08,161.36,131954816
1372771800,161.12,162.3,160.5,161.21001,154863632
1372858200,160.48,161.77,160.22,161.28,75216320
1373031000,162.47,163.08,161.3,163.02,122416880
1373290200,163.86,164.39,163.0838,163.94501,108092432
1373376600,164.98,165.33,164.27,165.13,119297872
1373463000,164.97,165.75,164.63,165.192,121410368
1373549400,167.11,167.61,165.1774,167.44,135592192
1373635800,167.39,167.9332,167.13,167.50999,104212624
1373895000,167.97,168.39,167.67999,168.155,69450560
1373981400,168.25999,168.36,167.07001,167.52499,88702064
1374067800,168.16,168.48,167.73,167.9501,92873872
1374154200,168.31,169.27,168.2,168.87,103620256
1374240600,168.52,169.23,168.31,169.17,103831632
1374499800,169.41,169.74001,169.00999,169.5,79428560
1374586200,169.8,169.83,169.05,169.14,80829632
1374672600,169.78999,169.86,168.17999,168.52,112914000
1374759000,168.22,169.08,167.94,168.92999,111156560
1374845400,168.22,169.16,167.52,169.11,107814496
1375104600,168.67999,169.06,168.11,168.59,79845120
1375191000,169.10001,169.28,168.19,168.588,85216944
1375277400,168.94,169.85001,168.49001,168.71001,142388624
1375363800,169.99001,170.81,169.89999,170.66,110438368
1375450200,170.28,170.9725,170.05,170.95,91116624
1375709400,170.57001,170.96001,170.35001,170.7,54072640
1375795800,170.37,170.7402,169.35001,169.73,87494944
1375882200,169.19,169.42999,168.55,169.17999,84854624
1375968600,169.98,170.17999,168.92999,169.8,102181248
1376055000,169.58,170.10001,168.72,169.31,91856432
1376314200,168.46001,169.31,168.38,169.11099,68593184
1376400600,169.41,169.89999,168.41,169.61,80806000
1376487000,169.53,169.8,168.7,168.74001,79829184
1376573400,167.41,167.42999,166.09,166.38,152931744
1376659800,166.06,166.63,165.5,165.83,130868128
1376919000,165.64,166.21001,164.75999,164.77,96437568
1377005400,165.03999,166.2,164.86,165.58,89294368
1377091800,165.12,166.03,164.19,164.56,159530496
1377178200,164.89999,166.3,164.89,166.06,101471376
1377264600,166.55,166.83,165.77,166.62,90893568
1377523800,166.78999,167.3,165.89,166,89705056
1377610200,164.36,166.0024,163.21001,163.33,158621744
1377696600,163.25999,164.49001,163.05,163.91,108112944
1377783000,163.55,165.03999,163.39999,164.17,119200432
1377869400,164.50999,164.53,163.17,163.64999,134928944
1378215000,165.23,165.58,163.7,164.39,142375056
1378301400,164.42999,166.03,164.13499,165.75,97389376
1378387800,165.85001,166.39999,165.73,165.96001,63090432
1378474200,166.50999,166.98,164.48,166.03999,159756432
1378733400,166.45,167.73,166.45,167.634,87559248
1378819800,168.64,168.89999,168.25999,168.87,105847744
1378906200,168.64,169.39999,168.35001,169.39999,94545808
1378992600,169.34,169.56,168.72,168.95,83209008
1379079000,169.13,169.46001,168.74001,169.33,72727744
1379338200,171.16,171.24001,170.03999,170.31,126187504
1379424600,170.46001,171.11,170.46001,171.07001,82523184
1379511000,171.00999,173.52,170.58,173.05099,203460624
1379597400,173.52,173.60001,172.58501,172.75999,146616816
1379683800,172.33,172.33,170.58,170.72,132867936
1379943000,170.49001,170.64999,169.39,169.92999,104616432
1380029400,169.89999,170.53,169.21001,169.53,106333008
1380115800,169.64,169.98,168.89,169.03999,117306496
1380202200,169.32001,170.17,169.05,169.69,77146880
1380288600,168.84,169.14,168.47,168.909,99141680
1380547800,167.48,168.53999,167.14999,168.00999,143937376
1380634200,168.14,169.5,167.9671,169.34,127160432
1380720600,168.35001,169.34219,167.83,169.17999,113349744
1380807000,168.78999,168.94,166.84,167.62,176698432
1380893400,167.75,169.06,167.53,168.89,96878368
1381152600,167.42,168.45,167.25,167.42999,96295120
1381239000,167.39999,167.62,165.36,165.48,178014944
1381325400,165.8,166.2,164.53,165.60001,168972816
1381411800,167.28999,169.25999,167.23,169.17,195954752
1381498200,168.91,170.32001,168.77,170.25999,105039744
1381757400,169.21001,171.08,169.08,170.94,112106368
1381843800,170.50999,171.14999,169.47,169.7,155484496
1381930200,170.72,172.16,170.63499,172.07001,161676064
1382016600,171.37,173.32001,171.34,173.22,129389184
1382103000,173.86,174.50999,173.50999,174.388,138315680
1382362200,174.45,174.75,174.00999,174.39999,104103568
1382448600,174.91,175.92999,174.42619,175.41,126663248
1382535000,174.81,174.89,173.96001,174.57001,105484368
1382621400,174.92,175.37,174.50999,175.14999,70350432
1382707800,175.50999,176,175.17,175.95,93625056
1382967000,175.89,176.47,175.7,176.23,84979018
1383053400,176.63,177.24,176.38,177.17,87401344
1383139800,177.38,177.51,175.66,176.29,140001834
1383226200,176.15,176.89,175.53,175.79,133795417
1383312600,176.02,176.61,175.22,176.21,142805050
1383575400,176.69,176.9,175.9825,176.83,85676773
1383661800,176.14,176.75,175.57,176.27,85824778
1383748200,177.03,177.5,176.54,177.17,87347728
1383834600,177.5,177.64,174.76,174.93,157000422
1383921000,174.87,177.31,174.85,177.29,136712623
1384180200,177.12,177.53,176.91,177.32,62614326
1384266600,176.94,177.36,176.37,176.96,83989617
1384353000,176.09,178.4261,176.09,178.38,103844266
1384439400,178.54,179.42,178.25,179.27,103435238
1384525800,179.56,180.12,179.33,180.05,102818190
1384785000,180.35,180.5,179.02,179.42,104796009
1384871400,179.33,179.87,178.72,179.03,93891416
1384957800,179.39,179.93,177.98,178.47,124908601
1385044200,178.97,180.05,178.86,179.91,92841271
1385130600,179.98,180.83,179.77,180.81,81295887
1385389800,181.13,181.17,180.37,180.63,79485709
1385476200,180.72,181.22,180.405,180.68,86993560
1385562600,180.87,181.24,180.65,181.12,58800056
1385735400,181.32,181.75,180.8,181,55870903
1385994600,181.09,181.43,180.25,180.53,99725781
1386081000,179.94,180.39,179.17,179.75,116563302
1386167400,179.1,180.48,178.35,179.73,123032637
1386253800,179.41,179.74,178.7701,178.94,106934067
1386340200,180.67,181.11,180.15,180.94,127727518
1386599400,181.47,181.67,181.16,181.4,70123608
1386685800,180.98,181.36,180.635,180.75,80976207
1386772200,180.81,180.85,178.5,178.72,130590810
1386858600,178.64,178.86,177.76,178.13,115564840
1386945000,178.5,178.66,177.77,178.11,107807610
1387204200,178.95,179.81,178.9,179.216,96194790
1387290600,179.36,179.41,178.25,178.65,89886224
1387377000,178.92,181.73,177.32,181.7,234906482
1387463400,181.19,181.7,180.71,181.49,136298872
1387549800,180.67,181.99,180.5683,181.56,197086908
1387809000,182.41,182.64,182.065,182.53,85597541
1387895400,182.54,183.01,182.53,182.93,45368841
1388068200,183.34,183.96,183.32,183.855,63365227
1388154600,184.1,184.18,183.66,183.845,61813841
1388413800,183.87,184.02,183.58,183.82,56857458
1388500200,184.07,184.69,183.93,184.69,86247638
1388673000,183.98,184.07,182.48,182.92,119636836
1388759400,183.21,183.6,182.63,182.885,81390502
1389018600,183.47,183.56,182.08,182.36,108028139
1389105000,183.09,183.79,182.95,183.48,86144169
1389191400,183.45,183.83,182.89,183.52,96582234
1389277800,184.1,184.13,182.795,183.64,90683302
1389364200,183.95,184.22,183.01,184.14,102026318
1389623400,183.71,184.18,181.34,181.685,149891938
1389709800,182.28,183.77,181.95,183.67,105016055
1389796200,184.1,184.94,183.7102,184.66,98525721
1389882600,184.28,184.6618,183.83,184.42,72290520
1389969000,184.1,184.45,183.32,183.635,107848616
1390314600,184.7,184.77,183.05,184.18,88621138
1390401000,184.49,184.57,183.91,184.3,61270816
1390487400,183.36,183.4,181.82,182.79,132496880
1390573800,181.6,181.66,178.83,178.89,208677093
1390833000,179.06,179.52,177.12,178.01,180843004
1390919400,178.14,179.3,178.12,179.07,110463152
1391005800,177.56,178.55,176.88,177.35,216597269
1391092200,178.86,179.81,178.26,179.23,118938051
1391178600,177.02,179.29,176.92,178.18,194677861
1391437800,177.95,178.37,173.83,174.17,254837004
1391524200,174.95,175.84,174.1055,175.385,165012351
1391610600,174.79,175.56,173.71,175.17,164230470
1391697000,175.58,177.48,175.2209,177.48,132877526
1391783400,178.31,179.87,177.73,179.68,170787197
1392042600,179.7,180.07,179.21,180.01,92218729
1392129000,180.16,182.439,180.0389,181.98,117814009
1392215400,182.22,182.83,181.705,182.07,94717638
1392301800,180.84,183.2,180.83,183.01,100542155
1392388200,182.84,184.36,182.67,184.02,96498305
1392733800,184.19,184.49,183.65,184.24,80460878
1392820200,183.76,184.95,182.87,183.02,126524261
1392906600,183.27,184.52,182.6,184.1,104998099
1392993000,184.49,184.89,183.8,183.89,118116359
1393252200,184.28,186.15,184.2,184.91,114063868
1393338600,185.03,185.59,184.23,184.84,117084901
1393425000,185.11,185.6,184.33,184.85,98677144
1393511400,184.59,185.87,184.37,185.82,93880780
1393597800,185.79,187.15,185.05,186.29,150842000
1393857000,184.69,185.45,183.75,184.98,167748455
